Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
67910.94912846230,6.4458519070194000,6.675937267762170,4.32,31379.782970582400,1051644.5540225500
69277.8912498076,6.142591681366370,7.811724470630430,5.15,43717.9130919397,1415073.6141811900
67946.71467561320,5.403175672900820,5.671136342785450,3.21,35197.94256902540,1043483.9151320300
90975.11327248040,4.740683034960740,8.320351986302770,6.45,44426.21364759750,1544379.7477356800
61885.546440328900,5.405265969173890,6.9141957695988200,3.22,48726.951303303000,1352135.9672641800
69401.8472172649,7.042354994979090,8.097044284953620,3.44,29293.074048931000,1505727.4308014000
72969.12127123050,6.188575726156950,8.076943603616290,4.2,31755.721364239900,1416965.9786882400
75582.4597645351,5.506473429253340,6.774986418531480,4.33,31946.30386752330,1046721.9761732500
56241.226773131800,5.623087015761990,6.818670753532730,2.18,32745.368120153800,939040.0035601160
79412.83547174580,6.087360168695930,7.481321112226410,3.26,17568.733760583400,1383031.332366440
79618.23684602090,4.566166100869580,6.669888411446440,3.49,29636.507110556600,1072503.237943670
67019.07404739730,6.487943166707260,7.331330100018210,6.26,24997.108705994300,1134397.7577153700
56063.48086676330,5.106935120148070,5.385339777521390,4.14,39129.296704702900,734827.50801229
57077.580304069300,5.775467040583670,6.952026673761360,4.27,33393.91660322470,991892.3174842470
75954.81825301820,4.289916280544530,7.418750602810830,5.04,34467.75869800990,1057252.5826211000
52575.81517492220,7.13371941713148,7.173698881863380,4.06,41828.57961688690,1237224.8587518200
63312.805674677400,6.139115451621260,8.199615241424840,4.41,43230.35215795720,1442632.5412265600
82526.96210481910,6.453073406098020,7.74824895259721,4.46,43947.680264122600,1877402.3197269500
73204.94213228810,6.640915863053530,7.3119123213479300,6.4,35090.50080986770,1394518.4154676300
56357.193138054900,5.707903109151970,5.240300886600400,3.25,38061.99829895620,953939.3299056440
71316.62465041470,7.107767687213710,7.088992690921170,5.33,21651.699409211700,1219778.0342015500
75046.84820392630,4.983084628511220,8.877240041623620,3.0,32468.031152301000,1287325.381856670
84474.16005619020,6.970854745872440,5.935909326221990,2.47,38677.8151530554,1739893.5550496000
68162.68392566860,6.962206715963230,6.697358009859320,3.07,31843.876337225900,1213382.2226364700
62784.33294834320,7.572350215321670,4.652717554450590,3.31,35122.389471607800,1007478.7484311500
67009.81567374440,6.849769936594270,7.610720856104890,3.22,39737.12260896310,1528756.1261500300
67437.25036335620,6.7673632373037400,6.703917223272020,2.05,29356.22336792510,1182459.7716636700
65967.76930857650,6.847724976116600,7.777279443513270,3.14,35799.96254832020,1474546.7621461100
42816.30588550870,7.603999923452180,7.04524851047004,4.18,47457.662214283800,1078016.9396491000
83347.66969696440,5.468158427157480,5.475252653496950,3.14,48226.718927780100,1453381.624303110
81699.87999554250,5.4798018295655600,6.4760073411937400,4.41,39527.048560846400,1495012.9648340800
56143.78866493650,4.580122445909620,6.668979774275280,4.04,45084.03665959030,714148.4147529020
59513.83491952120,4.8851317712611000,5.574714349694390,3.18,44162.279205220100,894292.0474101040
78379.41223900420,5.9856971510838900,5.681833507283010,3.2,31357.388214297700,1159841.8313392500
70877.37574291860,6.766877154030710,7.213659075278040,5.07,36033.42685154350,1195986.2988348700
61526.974447976700,6.593962539007940,9.180401428602020,6.11,27307.948031413600,1381430.630188790
65316.99602070990,7.414875230659790,6.7330848667092900,2.0,55799.49748118190,1534889.8534666600
76268.81833386320,6.942797866602710,6.147907595982690,3.17,38649.852386212500,1494125.3298718800
48531.364228529900,6.863184038794900,8.517401059111710,5.3,39731.150563494700,1356146.2608426200
82906.65480115910,5.9014516557308200,5.767366135557100,4.26,38820.48194376130,1454943.0736612400
63117.84405077350,4.940396705340590,5.636779394573890,2.31,43091.845142505800,774118.1878355000
75860.86114889310,3.6908905696788100,4.7883802065518300,3.48,41003.880081137600,889113.2388612500
68844.76424875810,4.8604529996615900,6.916808181467380,3.29,48392.49736045840,1211102.210889240
52446.26685600130,5.694610807792680,7.429639244113230,3.11,32934.553200974900,658646.1847265190
69342.70683990400,5.804686752456640,7.805903702425890,3.36,37082.37421891180,1400104.8707602600
55932.052683871000,7.2183091452232500,6.020201205065970,4.0,42488.30999955220,1262017.792059950
53306.92213650370,4.632267718361730,6.194794324882630,2.15,39063.33871389050,553077.2126120760
56976.546398416900,6.06121224055646,7.259286709164790,3.08,46375.50249433840,1203247.8901339200
51296.48862971060,6.155259763653060,7.8317664755828800,6.18,32078.90680116650,1115323.0148424100
63995.00489280110,7.597533220442820,7.090050637208990,5.25,24748.268270891300,1301881.416528580
71915.14668577210,6.279753853557660,5.521216370644250,4.47,27714.29365685630,1006687.3871388700
62137.597213310900,5.440725043096190,7.235191288051680,5.21,19045.61950521180,749383.0725554080
78050.96982777540,5.234044767850820,6.2903058884706300,4.15,27789.748516297300,1075596.5865852000
67371.42085657590,5.333820711722910,6.624951289232870,4.37,24797.764758517200,739870.7936402660
59362.76638285370,7.48263024156822,8.003006746190680,3.49,44723.35372969350,1442945.1449720800
57003.109637399,7.010583459838790,6.356258719499960,3.14,29594.69337497590,828497.0670960690
68989.31220946510,6.075426018025610,7.879588244756830,6.37,32629.603834878400,1373290.8607785400
70969.90210264190,4.90181779874016,6.396268005904590,3.18,24833.646145090200,925566.331316076
82251.6530083296,7.741091333917390,7.636653827124370,6.49,18408.798635339500,1552536.7639745500
71306.45729927490,5.773717162531530,6.688230169654560,2.04,43284.39715786270,1335904.5009155400
70921.56856864710,5.665185384549690,6.375371505488280,3.28,29390.21727018500,960808.291081754
70739.46009573010,6.710699575938630,7.166501645912910,6.28,35148.66775270880,1405933.0186992500
58097.841822991000,6.386347995576970,6.144038119393720,3.04,19903.000078828500,619087.6936175340
51273.5088526293,7.032317225810650,6.888205629009330,2.09,53811.8949059733,1329273.2276498600
76326.59232469670,5.02469487017704,4.936329008647590,3.44,42779.831295917800,1261843.8443217400
63584.04588001950,5.832827571239210,6.029160867165070,4.29,46340.18858141250,1175781.4175700600
86340.2872916062,4.930051000348550,6.183440077191860,3.01,35630.560451493100,1437053.5572016200
79471.23881699880,5.867269778244330,8.197289420628200,6.21,36616.16883437130,1594415.2262912200
55879.5037922299,6.407946258168520,5.370386614169020,2.07,37360.06355740460,931357.9954219260
40503.54133219900,6.8817786228613700,6.566175292607290,3.14,45979.47754493000,798639.6541779220
83394.40783174940,5.60148666755078,5.9050243437326100,2.08,30487.524623204100,1451739.624652710
64501.2264490648,6.001641690907000,7.293476753807880,5.33,43869.30998440180,1278991.6886996100
59569.53734000420,6.27953689058963,7.32537953908138,4.24,31294.65246040440,885920.553249364
69280.31627168210,6.861548027571180,6.923618931703740,4.33,40290.91149402400,1425632.5419742000
66342.48968113730,5.857266081733000,6.949108920124770,3.06,11792.815159070500,901881.7426862390
73367.04599083930,6.173290661038380,9.054709887987450,5.25,23684.787951169200,1521730.791403270
57122.224839461300,5.707650030009750,5.929733805119480,2.4,41972.77154374420,716771.0057488750
61978.84804645050,7.912276046909690,8.437966415855880,5.37,56957.187749933100,1696717.1072993700
54299.968820232000,6.635899749087420,6.851535827684740,2.49,39512.66370560080,819598.0078481790
71424.40600668850,5.5989332197131700,8.522538377872320,3.49,37242.56159333400,1584213.95748502
57353.154356747000,8.075447920117230,5.678555483410880,4.44,16906.421720581700,798892.5150396760
44731.10979996540,4.188658328546150,8.942797164237120,5.12,39633.47304108840,601973.0017397140
76175.49392770540,4.52414065164513,9.524973612345680,4.28,30760.994956471500,1456486.292963150
66574.70999393110,5.550264728638210,6.844150152614080,2.17,69575.4494636571,1702406.0389352100
91731.15438275640,5.184810712102610,7.943879719757180,6.3,33102.09542220830,1566471.008325360
75487.03259942800,6.4539316775765100,7.737095684108220,4.02,41105.3906304319,1592210.175923130
58088.43812962350,6.0178310005194700,5.790005274481310,4.21,51925.411612821500,937628.3466936620
76319.21860437220,6.873130198484820,6.294054950948830,3.45,48026.308367530700,1558547.577837520
60575.16244459220,5.907565592174380,6.964616001913250,2.29,32158.96790397630,1156329.2740497600
69607.13366543150,7.077680826112610,7.8330811916777600,3.35,34609.040215180000,1514349.692197700
67056.84048037340,5.222168521547250,7.163517523214240,5.25,25134.68148451730,1039107.3263056200
60640.931881289700,5.165921528637430,5.355113623616560,2.32,43119.54065626020,809089.6719454970
69031.9088775756,5.7799762459038900,5.501755137617890,3.23,15660.403008354800,675536.3914885670
80356.20938675500,4.660417824381510,9.710216895601700,5.02,16215.417278487700,1373589.8035017400
60081.176620364700,6.76852369608704,8.204552837977620,4.3,60195.74626715890,1690091.0186948600
61881.47930965320,6.519463053465840,7.114083652111080,5.38,35597.37289302550,1253370.1489213400
59590.96529244690,6.891731041167130,5.736029404406760,2.03,24153.882522980100,774073.561854088
89831.31929199780,5.201963719662060,7.719652763616870,6.37,45335.36027620080,1741959.834430740
72175.28349942720,7.421738946307000,6.828247304734250,2.09,50305.795413186400,1705762.7883189700
67589.0488415116,6.214842629886670,6.060884655694610,2.34,33203.383921755100,1071109.9165851000
77300.0314436444,5.2609747263944800,6.9365480243203600,4.49,29499.04095251400,1118047.9912095200
65382.88832347800,5.3968191800147700,7.6483861137540200,6.08,41723.05474122700,1165253.0327180600
71145.21270418000,6.1521099752376900,6.765832563092490,2.31,35642.530335506700,1280910.189933000
61053.03800341370,5.787890691614520,5.687062576234170,2.02,40675.77382612710,841122.8823806870
65125.94786821610,5.928483442537700,7.05775799240006,4.19,37642.785273074000,1228810.7450455200
51949.295702728100,6.2098030366220600,8.051118255760870,5.28,35336.0630541134,1086072.0710614200
75897.98883845990,5.316933287381150,6.768229398566820,3.33,34162.67060680330,1204372.295219670
71468.3504959454,6.158043452805400,6.361238404842280,3.35,43269.03336682750,1345004.119756510
53287.99207222870,5.755609226659860,7.162322376317370,3.32,45152.014268008000,1116902.3448930400
61503.04059605400,5.1308131302170700,7.015317326319560,3.12,37650.869709323300,822431.7302651770
68896.04856078920,6.386325180280240,8.365074593987140,4.47,28394.609780217700,1360623.694456930
91159.41832718060,6.536045427933750,7.373850919174270,3.01,54861.091096617000,2298379.48670761
63375.34847930340,6.672340059594460,7.883780976970760,3.41,45633.19223997180,1400498.2675747600
59695.57147423660,5.4453828503806200,6.032795264653430,2.04,20702.802670064800,566848.7320986080
63183.88974172170,5.570561937281830,7.541807495807450,5.08,58691.20066480730,1367586.2777380200
61177.80813473720,6.998928282257400,7.088385882572750,5.13,26396.291111799700,1113373.5200017300
58642.311222216000,5.2099230928527100,6.2753711251437700,3.42,35131.578145165800,721974.551474637
53112.278060523400,5.1386518154851100,6.325363470975340,4.25,40367.38387092570,685503.9902718080
40366.61629125730,4.902939589246310,7.617118099962790,5.07,16349.365394310100,152071.87474956000
62207.47580558840,7.297532823289820,7.002864274301250,5.38,34317.538311429900,1280431.5736478400
57477.950762329300,5.405444821204960,7.207172822223660,6.35,23649.9688699109,568703.1838335630
55630.48895714830,6.283122836391760,8.93311998510628,6.0,38943.095990938300,1200764.8442004500
72399.30555714520,6.740676312444730,7.552269769034800,6.15,41662.00006926440,1607161.6371450300
89868.89192719840,4.504274579174530,7.234479886700000,5.45,30101.72457437900,1421715.4153436100
59801.49102943550,4.210462757597710,4.954387464005630,2.03,33534.9264026452,311111.2005867720
61957.15430368170,7.841080501837600,7.472966963481970,4.19,38448.49148202490,1338044.383312590
71123.43281553730,6.685810937211530,6.169238369795870,3.43,44020.14410184690,1417870.982736730
55202.705470426000,4.375933244174510,8.259044318322900,3.4,28424.951645910700,796389.4379566310
79298.12200821390,7.1882081346869200,5.336841155637920,3.44,15753.266638486400,1310207.133039430
65070.56700870920,7.143558507159830,5.5797660549495400,4.3,24852.565152917200,994897.7277644680
68494.98255210550,7.230364893023650,7.265462684498110,5.46,13998.57120519690,1202987.8293471400
55702.20537617500,5.551957131761890,5.64855539650755,3.08,40087.795614364900,768751.9005440960
57233.608492353400,7.8938341613576300,6.036621215250690,2.27,37374.91924462840,1211655.3054900400
85313.88545069010,6.033157792417210,6.633757594605540,4.21,23974.435567517400,1540418.2221625500
60224.65171307350,4.6759401326623600,5.428846667140260,3.23,42182.862110463500,712228.4243027220
73873.81918888790,6.789870886338690,6.6309090861014300,3.17,33336.32734675040,1525533.406625510
63149.485228916600,7.1562944333471900,5.518835024331600,2.04,37578.846872002600,1034218.4018590300
58593.79403506250,4.662980906150840,6.333616931880900,2.04,39287.52790248170,874103.6606065920
73839.87241657260,6.446181952298760,8.274063584311330,4.19,47602.51020509140,1912825.285217770
75984.83110879800,6.725721311036270,7.887775836316500,4.31,42248.685855549700,1754770.5902068600
82145.36942107820,6.540967950191390,6.876150328884670,4.23,25736.09605455750,1340066.913084400
69017.18280012660,5.77710614834081,5.783612778547620,3.11,55830.752835713700,1446756.8627614200
75429.17897604670,6.818759161009510,7.570447110624040,5.48,36769.24968163210,1592768.2418269300
69513.53892073040,4.122901533148040,7.641107312416670,6.08,14054.05343322940,660364.9813358300
57782.41707710910,5.15930097752672,6.332626733044220,2.46,33426.84937548810,861321.5806924720
74372.13845247940,6.562379590475680,8.184510518059630,6.35,34321.96015488430,1648246.7742056000
63522.12193223420,5.5380428493757500,6.952195766338210,2.04,31995.525292187400,977135.8856578040
61193.714830606500,7.647150881972760,9.086807717369460,3.21,33196.059836983500,1591934.1903279100
60316.790730472300,4.308730208474470,5.564352875406080,4.12,33831.893626055800,695386.3310386210
58469.91220251150,5.4088999650511100,4.807387458070320,2.26,33547.984821256900,568977.0727690810
75179.90298976260,4.595920955904110,7.201635798893820,5.13,23978.09330470170,935590.8042953260
56186.96329135340,3.9920279464886300,8.960742514901390,5.2,41855.65473511040,984311.774539692
73225.06629546860,5.9334985362010100,6.868603895081710,2.3,61830.53972217980,1796245.8079055600
74338.92770976380,5.08471486781009,5.186852795730610,4.07,18057.17178445350,720080.2320528890
52188.118727456400,5.636892090562990,5.80740147918808,4.03,42495.754677324900,783808.4024661680
83311.10394324990,6.690551404507720,8.297556744755870,3.16,30386.36631076520,1598615.9744864200
72288.67520295740,6.599434696688810,7.979877823699210,5.11,39146.9204990548,1564125.2379417700
54866.21569435780,6.9867632754135700,7.285434147207380,3.46,35192.84402784520,929480.6298952120
85759.65776192370,4.789357418179970,8.965705366370030,6.22,25897.758021483200,1414495.3431338100
59453.34203694820,6.291113540231800,7.482571479130470,6.08,29697.64480583130,837668.1026021100
69878.7741990808,7.218330987033390,6.2491922346316800,4.02,26814.17474758400,1197515.4542248400
59243.29763001670,6.729520552223570,7.058764827692590,4.26,51405.352484359000,1232004.8298347500
57853.33019600970,6.500094305857640,7.31655100341926,4.36,47688.22659778630,1285933.4084066800
66643.3146336998,6.392834115438600,7.698007535660320,4.41,30971.15710633630,1361521.9829376300
69248.29958792880,5.958735586989860,5.652694477356140,2.21,35990.10338695570,1090826.3744863100
